date,strategy,direction,regime,confidence,lots,entry_time,entry_price,exit_price,exit_time,exit_reason,pnl_pts,pnl_rs,won,armed_reason,index
2025-02-20,ENHANCED_BEARISH,PE,TRENDING_BULL,0.834,2,2025-02-20 10:31:00,435.1,453.07349999999997,2025-02-20 10:32:00,TSL,17.97,279.47,True,ARMED(conf=0.83),SENSEX
2025-02-20,VOLATILITY_BREAKOUT,CE,TRENDING_BULL,0.868,2,2025-02-20 11:01:00,582.1,585.387,2025-02-20 11:02:00,TSL,3.29,-14.26,False,ARMED(conf=0.87),SENSEX
2025-02-20,MAGIC_SQUARE,CE,TRENDING_BULL,0.867,2,2025-02-20 11:46:00,578.65,581.625,2025-02-20 13:49:00,TSL,2.98,-20.5,False,ARMED(conf=0.87),SENSEX
2025-02-20,WIDE_RANGE_RIDER,PE,TRENDING_BULL,0.858,2,2025-02-20 11:46:00,412.95,438.17400000000004,2025-02-20 11:47:00,TSL,25.22,424.48,True,ARMED(conf=0.86),SENSEX
2025-02-27,ENHANCED_BEARISH,PE,NORMAL,0.834,2,2025-02-27 10:16:00,735.6,741.0645,2025-02-27 10:25:00,TSL,5.46,29.29,True,ARMED(conf=0.83),SENSEX
2025-02-27,MAGIC_SQUARE,PE,NORMAL,0.858,2,2025-02-27 12:16:00,744.75,731.0,2025-02-27 14:30:00,TIME,-13.75,-355.0,False,ARMED(conf=0.86),SENSEX
2025-02-27,ORDER_BLOCK_REVERSAL,PE,NORMAL,0.815,2,2025-02-27 12:16:00,744.75,731.0,2025-02-27 14:30:00,TIME,-13.75,-355.0,False,ARMED(conf=0.82),SENSEX
2025-03-04,ENHANCED_BEARISH,PE,TRENDING_BEAR,0.854,2,2025-03-04 10:16:00,695.9,729.531,2025-03-04 10:52:00,TSL,33.63,592.62,True,ARMED(conf=0.85),SENSEX
2025-03-04,VOLATILITY_BREAKOUT,CE,TRENDING_BEAR,0.847,2,2025-03-04 11:01:00,1119.15,1142.856,2025-03-04 11:09:00,TSL,23.71,394.12,True,ARMED(conf=0.85),SENSEX
2025-03-17,ENHANCED_BEARISH,PE,TRENDING_BULL,0.854,2,2025-03-17 10:16:00,487.35,502.82099999999997,2025-03-17 10:17:00,TSL,15.47,229.42,True,ARMED(conf=0.85),SENSEX
