time,symbol,strategy,direction,entry,sl_pts,tp_pts,atr,point,outcome,pnl_pts,pnl_usd,week
2026-07-09 18:15:00,EURUSD,DAY_HIGH_BEARISH,SELL,1.14324,8.022280094685062,14.49894176774251,0.00022629845118998765,1e-05,WIN,14.5,1.45,Jul 04–10 2026
2026-07-09 18:30:00,EURUSD,DAY_HIGH_BEARISH,SELL,1.14364,7.762537343635041,14.029499791444207,0.00021897143423512107,1e-05,WIN,14.0,1.4,Jul 04–10 2026
2026-07-09 18:45:00,EURUSD,DAY_HIGH_BEARISH,SELL,1.14378,7.952266797421494,14.372404335988582,0.00022432346396111412,1e-05,LOSS,-8.0,-0.8,Jul 04–10 2026
2026-07-09 19:00:00,EURUSD,DAY_HIGH_BEARISH,SELL,1.14386,8.207100097871326,14.832973293952495,0.00023151199147732938,1e-05,WIN,14.8,1.48,Jul 04–10 2026
2026-07-09 19:15:00,EURUSD,DAY_HIGH_BEARISH,SELL,1.14361,7.91448192684337,14.30411444436826,0.00022325760019304292,1e-05,LOSS,-7.9,-0.79,Jul 04–10 2026
2026-07-09 20:30:00,EURUSD,DAY_HIGH_BEARISH,SELL,1.14358,5.133629926124885,9.27818531359158,0.00014481325602608988,1e-05,LOSS,-5.1,-0.51,Jul 04–10 2026
2026-07-09 20:45:00,EURUSD,DAY_HIGH_BEARISH,SELL,1.14367,4.747688645859396,8.580660410161116,0.00013392633697769808,1e-05,LOSS,-4.7,-0.47,Jul 04–10 2026
2026-07-06 22:45:00,EURUSD,BULL_TREND_FOLLOWER,BUY,1.14398,7.570781454812357,17.306944474663744,0.00023011493783624184,1e-05,LOSS,-7.6,-0.76,Jul 04–10 2026
2026-07-06 23:30:00,EURUSD,BULL_TREND_FOLLOWER,BUY,1.1439300000000001,4.299899863547701,9.829649505696732,0.00013069604448473254,1e-05,LOSS,-4.3,-0.43,Jul 04–10 2026
2026-07-06 23:45:00,EURUSD,BULL_TREND_FOLLOWER,BUY,1.14402,3.610856221708113,8.254483174305992,0.00010975246874492745,1e-05,LOSS,-3.6,-0.36,Jul 04–10 2026
2026-07-07 00:00:00,EURUSD,BULL_TREND_FOLLOWER,BUY,1.1440299999999999,3.2564088038941965,7.444209913096733,9.897899099982361e-05,1e-05,WIN,7.4,0.74,Jul 04–10 2026
2026-07-07 00:15:00,EURUSD,BULL_TREND_FOLLOWER,BUY,1.14401,3.2445158803862872,7.417022473065429,9.861750396310903e-05,1e-05,WIN,7.4,0.74,Jul 04–10 2026
2026-07-07 00:30:00,EURUSD,BULL_TREND_FOLLOWER,BUY,1.14401,2.694112653618152,6.158790658924657,8.188792260237545e-05,1e-05,LOSS,-2.7,-0.27,Jul 04–10 2026
2026-07-07 00:45:00,EURUSD,BULL_TREND_FOLLOWER,BUY,1.14431,1.81782090331752,4.155571736732848,5.525291499445351e-05,1e-05,LOSS,-1.8,-0.18,Jul 04–10 2026
2026-07-07 01:00:00,EURUSD,BULL_TREND_FOLLOWER,BUY,1.14429,2.1198901799383165,4.846107611950175,6.443435197380901e-05,1e-05,LOSS,-2.1,-0.21,Jul 04–10 2026
2026-07-07 01:15:00,EURUSD,BULL_TREND_FOLLOWER,BUY,1.1442,2.406087693826642,5.500360348106435,7.313336455400128e-05,1e-05,WIN,5.5,0.55,Jul 04–10 2026
2026-07-07 01:30:00,EURUSD,BULL_TREND_FOLLOWER,BUY,1.14421,2.406087693826642,5.500360348106435,7.313336455400128e-05,1e-05,WIN,5.5,0.55,Jul 04–10 2026
2026-07-07 02:15:00,EURUSD,BULL_TREND_FOLLOWER,BUY,1.14432,2.8510233436028303,6.517491357822761,8.665724448640822e-05,1e-05,WIN,6.5,0.65,Jul 04–10 2026
