strategy,action,entry_time,entry_price,strike,option_type,premium,delta,theta,gamma,vega,confidence,reason,position_size,broker_charges,status,atr_at_entry,volatility_at_entry,exit_time,exit_price,exit_reason,gross_pnl,net_pnl,pnl
adx_trend_optimized,BUY,2026-04-01 12:52:00,23469.4,23500,ce,5.0,0.4449,-0.5647,0.0115,0.2303,0.6618986453852924,Medium trend with MACD confirmation,16,40,CLOSED,77.25,2.182905021797523,2026-04-01 13:38:00,23560.75,Time Exit,1461.5999999999767,1381.5999999999767,1381.5999999999767
adx_trend_optimized,BUY,2026-04-06 12:56:00,23734.69,23750,ce,10.27,0.5047,-0.5444,0.0112,0.2151,0.8,Medium trend with MACD confirmation,20,40,CLOSED,92.25928571428553,2.167094126147592,2026-04-06 13:42:00,23988.25,Time Exit,5071.200000000026,4991.200000000026,4991.200000000026
rsi_oversold_optimized,BUY,2026-03-30 09:20:00,23093.39,23100,ce,5.0,0.5573,-0.5358,0.0098,0.1906,0.85,Multi-RSI oversold with confirmation,21,40,CLOSED,209.94714285714352,7.369092954825145,2026-03-30 10:06:00,23456.93,Time Exit,7634.340000000018,7554.340000000018,7554.340000000018
rsi_oversold_optimized,BUY,2026-03-31 09:21:00,22650.7,22700,ce,18.05,0.5321,-0.4435,0.009,0.2125,0.85,Multi-RSI oversold with confirmation,21,40,CLOSED,219.35571428571504,7.038356546361211,2026-03-31 10:07:00,22908.67,Time Exit,5417.369999999948,5337.369999999948,5337.369999999948
rsi_oversold_optimized,BUY,2026-03-31 11:09:00,23133.25,23150,ce,5.0,0.4874,-0.4762,0.0107,0.2237,0.85,Multi-RSI oversold with confirmation,40,40,CLOSED,70.35642857142895,1.0510248897021692,2026-03-31 11:55:00,23313.64,Time Exit,7215.599999999977,7135.599999999977,7135.599999999977
macd_crossover_optimized,BUY,2026-04-01 12:45:00,23373.25,23400,ce,9.0,0.4362,-0.4861,0.0101,0.176,0.8,Enhanced MACD crossover,60,40,CLOSED,75.75357142857138,0.6445622325843835,2026-04-01 13:31:00,23556.75,Time Exit,11010.0,10930.0,10930.0
macd_crossover_optimized,BUY,2026-04-01 14:13:00,23605.73,23650,ce,15.08,0.5231,-0.5322,0.0099,0.2216,0.8,Enhanced MACD crossover,43,40,CLOSED,71.54642857142893,0.9300785161219272,2026-04-01 14:34:00,23836.99,Take Profit,9944.180000000088,9864.180000000088,9864.180000000088
