strategy,action,entry_time,entry_price,strike,option_type,premium,delta,theta,gamma,vega,confidence,reason,position_lots,position_size,broker_charges,max_risk,status,exit_time,exit_price,exit_reason,gross_pnl,net_pnl,pnl,roi,investment
previous_day_breakout,SELL,2026-03-31 09:15:00,22644.45,22400,pe,1007.5200000000004,-0.1,-0.5,0.01,0.2,0.4,Previous day's low breakdown,1,50,40,2000.0,CLOSED,2026-03-31 09:31:00,22733.73,Time Exit,-4463.999999999942,-4543.999999999942,-4543.999999999942,-9.020168334127243,50376.00000000002
previous_day_breakout,SELL,2026-03-31 09:16:00,22631.83,22400,pe,1007.5200000000004,-0.1,-0.5,0.01,0.2,0.4,Previous day's low breakdown,1,50,40,2000.0,CLOSED,2026-03-31 09:32:00,22773.97,Time Exit,-7106.999999999971,-7186.999999999971,-7186.999999999971,-14.266714308400763,50376.00000000002
previous_day_breakout,SELL,2026-03-31 09:17:00,22621.1,22400,pe,1007.5200000000004,-0.1,-0.5,0.01,0.2,0.4,Previous day's low breakdown,1,50,40,2000.0,CLOSED,2026-03-31 09:33:00,22793.49,Time Exit,-8619.500000000153,-8699.500000000153,-8699.500000000153,-17.26913609655421,50376.00000000002
previous_day_breakout,SELL,2026-03-31 09:18:00,22632.83,22400,pe,1007.5200000000004,-0.1,-0.5,0.01,0.2,0.4,Previous day's low breakdown,1,50,40,2000.0,CLOSED,2026-03-31 09:34:00,22815.82,Time Exit,-9149.499999999898,-9229.499999999898,-9229.499999999898,-18.32122439256768,50376.00000000002
