strategy,action,entry_time,entry_price,strike,option_type,premium,delta,theta,gamma,vega,confidence,reason,position_lots,position_size,broker_charges,max_risk,status,exit_time,exit_price,exit_reason,gross_pnl,net_pnl,pnl,roi,investment
adx_trend_realistic,BUY,2026-03-30 10:29:00,23576.68,23600,ce,17.23,0.4768,-0.5425,0.011,0.1727,0.8,Realistic ADX trend,2,100,40,2000.0,CLOSED,2026-03-30 11:15:00,23546.44,Time Exit,-3024.00000000016,-3104.00000000016,-3104.00000000016,-180.15089959374114,1723.0
rsi_reversal_realistic,BUY,2026-03-31 11:09:00,23133.25,23250,ce,15.71,0.5149,-0.4232,0.009,0.2097,0.75,Realistic RSI reversal,2,100,40,2000.0,CLOSED,2026-03-31 11:55:00,23313.64,Time Exit,18038.99999999994,17958.99999999994,17958.99999999994,1143.1572246976411,1571.0
macd_crossover_realistic,BUY,2026-04-01 12:45:00,23373.25,23600,ce,17.23,0.4768,-0.5425,0.011,0.1727,0.75,Realistic MACD crossover,2,100,40,2000.0,CLOSED,2026-04-01 13:31:00,23556.75,Time Exit,18350.0,18270.0,18270.0,1060.3598374927453,1723.0
