timestamp,strategy,total_trades,winning_trades,losing_trades,win_rate,total_pnl,avg_win,avg_loss,max_drawdown,sharpe_ratio,daily_pnl,weekly_pnl,monthly_pnl
2026-02-27 10:11:18,ENHANCED_DAY_HIGH_LOW,5059,3958,1101,78.23680569282467,152676882.0,41209.06189994947,-9471.92098092643,0,0,100050.38138925294,0,0
2026-02-27 11:13:55,ENHANCED_DAY_HIGH_LOW,4959,3906,1053,78.76588021778585,144096304.5,39659.569124423964,-10269.679487179486,0,0,94427.46035386632,0,0
