strategy,action,entry_time,entry_price,strike,option_type,premium,delta,theta,gamma,vega,confidence,reason,position_lots,position_size,broker_charges,max_risk,status,exit_time,exit_price,exit_reason,gross_pnl,net_pnl,pnl,roi,investment
ultimate_day_high_low_working,SELL,2026-03-31 09:15:00,22644.45,21800,pe,14.61,-0.5067,-0.3918,0.0116,0.2254,0.5,Day low breakdown - previous day's low,2,100,40,2000.0,CLOSED,2026-03-31 10:01:00,22903.99,Time Exit,-25954.000000000087,-26034.000000000087,-26034.000000000087,-1781.9301848049342,1461.0
ultimate_day_high_low_working,SELL,2026-03-31 09:16:00,22631.83,21800,pe,14.61,-0.5067,-0.3918,0.0116,0.2254,0.5,Day low breakdown - previous day's low,2,100,40,2000.0,CLOSED,2026-03-31 10:02:00,22884.36,Time Exit,-25252.999999999884,-25332.999999999884,-25332.999999999884,-1733.94934976043,1461.0
traditional_day_high_low_working,SELL,2026-03-31 09:15:00,22644.45,21800,pe,14.61,-0.5067,-0.3918,0.0116,0.2254,0.4,Traditional day low breakdown - previous day's low,2,100,40,2000.0,CLOSED,2026-03-31 10:01:00,22903.99,Time Exit,-25954.000000000087,-26034.000000000087,-26034.000000000087,-1781.9301848049342,1461.0
traditional_day_high_low_working,SELL,2026-03-31 09:16:00,22631.83,21800,pe,14.61,-0.5067,-0.3918,0.0116,0.2254,0.4,Traditional day low breakdown - previous day's low,2,100,40,2000.0,CLOSED,2026-03-31 10:02:00,22884.36,Time Exit,-25252.999999999884,-25332.999999999884,-25332.999999999884,-1733.94934976043,1461.0
