strategy,action,entry_time,entry_price,strike,option_type,premium,delta,theta,gamma,vega,confidence,reason,status,exit_time,exit_price,exit_reason,pnl
rsi_oversold,BUY,2026-04-06 11:48:00.000000,23461.62,23450,ce,6.26,0.5093,-0.4908,0.0115,0.1963,0.09232540811486227,,CLOSED,2026-04-06 11:54:00.000000,23443.68,Time Exit,-896.9999999999345
rsi_oversold,BUY,2026-04-06 11:50:00.000000,23436.94,23450,ce,6.26,0.5093,-0.4908,0.0115,0.1963,0.10041318343422413,,CLOSED,2026-04-06 11:56:00.000000,23427.06,Time Exit,-493.99999999986903
rsi_oversold,BUY,2026-04-06 11:51:00.000000,23423.52,23400,ce,9.0,0.4362,-0.4861,0.0101,0.176,0.060888755140918724,,CLOSED,2026-04-06 11:57:00.000000,23447.87,Time Exit,1217.4999999999272
rsi_oversold,BUY,2026-04-06 11:53:00.000000,23397.02,23400,ce,9.0,0.4362,-0.4861,0.0101,0.176,0.364910413340435,,CLOSED,2026-04-06 11:59:00.000000,23470.92,Time Exit,3694.999999999891
rsi_overbought,SELL,2026-03-27 09:29:07.140822,23254.81,23250,pe,10.0,-0.4141,-0.4268,0.009,0.2097,0.5036124794745557,,CLOSED,2026-03-27 09:35:07.140822,23292.91,Time Exit,-1904.9999999999272
rsi_overbought,SELL,2026-03-27 09:30:07.140822,23280.17,23300,pe,10.0,-0.5043,-0.4737,0.0106,0.1986,0.5206380920666684,,CLOSED,2026-03-27 09:36:07.140822,23287.85,Time Exit,-384.00000000001455
rsi_overbought,SELL,2026-03-27 09:31:07.140822,23308.38,23300,pe,10.0,-0.5043,-0.4737,0.0106,0.1986,0.5361291411560771,,CLOSED,2026-03-27 09:37:07.140822,23304.67,Time Exit,185.50000000013824
rsi_overbought,SELL,2026-03-27 09:32:07.140822,23329.48,23350,pe,14.68,-0.5691,-0.5012,0.0099,0.1943,0.6114224259919709,,CLOSED,2026-03-27 09:38:07.140822,23332.03,Time Exit,-127.49999999996362
rsi_overbought,SELL,2026-03-27 09:33:07.140822,23298.62,23300,pe,10.0,-0.5043,-0.4737,0.0106,0.1986,0.23782639378969322,,CLOSED,2026-03-27 09:39:07.140822,23338.09,Time Exit,-1973.5000000000582
rsi_overbought,SELL,2026-03-27 09:35:07.140822,23292.91,23300,pe,10.0,-0.5043,-0.4737,0.0106,0.1986,0.004286054448758137,,CLOSED,2026-03-27 09:41:07.140822,23395.77,Time Exit,-5143.000000000029
rsi_overbought,SELL,2026-03-27 09:37:07.140822,23304.67,23300,pe,10.0,-0.5043,-0.4737,0.0106,0.1986,0.11165509584386465,,CLOSED,2026-03-27 09:43:07.140822,23444.58,Time Exit,-6995.500000000175
rsi_overbought,SELL,2026-03-27 09:38:07.140822,23332.03,23350,pe,14.68,-0.5691,-0.5012,0.0099,0.1943,0.19043787790130484,,CLOSED,2026-03-27 09:44:07.140822,23444.65,Time Exit,-5631.000000000131
rsi_overbought,SELL,2026-03-27 09:39:07.140822,23338.09,23350,pe,14.68,-0.5691,-0.5012,0.0099,0.1943,0.10236135328386667,,CLOSED,2026-03-27 09:45:07.140822,23428.86,Time Exit,-4538.500000000022
rsi_overbought,SELL,2026-03-27 09:40:07.140822,23370.34,23350,pe,14.68,-0.5691,-0.5012,0.0099,0.1943,0.21155712078197883,,CLOSED,2026-03-27 09:46:07.140822,23434.89,Time Exit,-3227.4999999999636
rsi_overbought,SELL,2026-03-27 09:41:07.140822,23395.77,23400,pe,18.67,-0.5113,-0.5347,0.0101,0.176,0.2374530793827399,,CLOSED,2026-03-27 09:47:07.140822,23449.73,Time Exit,-2697.9999999999563
rsi_overbought,SELL,2026-03-27 09:42:07.140822,23426.7,23450,pe,12.11,-0.5202,-0.4949,0.0115,0.1963,0.40942276607976047,,CLOSED,2026-03-27 09:48:07.140822,23446.89,Time Exit,-1009.4999999999345
rsi_overbought,SELL,2026-03-27 09:43:07.140822,23444.58,23450,pe,12.11,-0.5202,-0.4949,0.0115,0.1963,0.392376806741432,,CLOSED,2026-03-27 09:49:07.140822,23449.98,Time Exit,-269.99999999989086
rsi_overbought,SELL,2026-03-27 09:44:07.140822,23444.65,23450,pe,12.11,-0.5202,-0.4949,0.0115,0.1963,0.3361623256267587,,CLOSED,2026-03-27 09:50:07.140822,23475.12,Time Exit,-1523.4999999998763
rsi_overbought,SELL,2026-03-27 09:45:07.140822,23428.86,23450,pe,12.11,-0.5202,-0.4949,0.0115,0.1963,0.10285889476505995,,CLOSED,2026-03-27 09:51:07.140822,23503.27,Time Exit,-3720.4999999999927
rsi_overbought,SELL,2026-03-27 09:46:07.140822,23434.89,23450,pe,12.11,-0.5202,-0.4949,0.0115,0.1963,0.04787082604626581,,CLOSED,2026-03-27 09:52:07.140822,23521.03,Time Exit,-4306.999999999971
rsi_overbought,SELL,2026-03-27 09:47:07.140822,23449.73,23450,pe,12.11,-0.5202,-0.4949,0.0115,0.1963,0.4290479298092725,,CLOSED,2026-03-27 09:53:07.140822,23527.92,Time Exit,-3909.4999999999345
rsi_overbought,SELL,2026-03-27 09:48:07.140822,23446.89,23450,pe,12.11,-0.5202,-0.4949,0.0115,0.1963,0.6312897853729638,,CLOSED,2026-03-27 09:54:07.140822,23561.75,Time Exit,-5743.000000000029
