action,entry_time,entry_price,strike,option_type,premium,position_lots,position_size,target_type,reason,status,broker_charges,max_risk,atr,exit_time,exit_price,exit_reason,gross_pnl,net_pnl,pnl,roi,investment
BUY,2026-03-30 09:15:00,23076.68,23100,ce,657.5200000000004,1,50,opposite_day_low,opposite_day_low breakout,CLOSED,40,600.0,217.73642857142917,2026-03-30 09:26:00,23154.5,Time Exit,3890.9999999999854,3810.9999999999854,3810.9999999999854,11.592042827594545,32876.00000000002
BUY,2026-03-30 09:16:00,23081.19,23100,ce,657.5200000000004,1,50,opposite_day_low,opposite_day_low breakout,CLOSED,40,600.0,212.14214285714348,2026-03-30 09:27:00,23122.23,Time Exit,2052.0000000000437,1972.0000000000437,1972.0000000000437,5.99829662976044,32876.00000000002
BUY,2026-03-30 09:17:00,23058.85,23100,ce,657.5200000000004,1,50,opposite_day_low,opposite_day_low breakout,CLOSED,40,600.0,211.9442857142863,2026-03-30 09:28:00,23125.06,Time Exit,3310.5000000001382,3230.5000000001382,3230.5000000001382,9.826317070203602,32876.00000000002
BUY,2026-03-30 09:18:00,23086.34,23100,ce,657.5200000000004,1,50,opposite_day_low,opposite_day_low breakout,CLOSED,40,600.0,208.32142857142935,2026-03-30 09:29:00,23124.11,Time Exit,1888.5000000000218,1808.5000000000218,1808.5000000000218,5.500973354422742,32876.00000000002
BUY,2026-03-30 09:19:00,23076.77,23100,ce,657.5200000000004,1,50,opposite_day_low,opposite_day_low breakout,CLOSED,40,600.0,209.74928571428634,2026-03-30 09:30:00,23117.11,Time Exit,2017.0000000000073,1937.0000000000073,1937.0000000000073,5.891835989779796,32876.00000000002
BUY,2026-03-30 09:20:00,23093.39,23100,ce,657.5200000000004,1,50,opposite_day_low,opposite_day_low breakout,CLOSED,40,600.0,209.94714285714352,2026-03-30 09:31:00,23130.35,Time Exit,1847.9999999999563,1767.9999999999563,1767.9999999999563,5.377783185302212,32876.00000000002
BUY,2026-03-30 09:21:00,23107.41,23200,ce,607.5200000000004,1,50,opposite_day_low,opposite_day_low breakout,CLOSED,40,600.0,211.13571428571464,2026-03-30 09:32:00,23140.17,Time Exit,1637.99999999992,1557.99999999992,1557.99999999992,5.12904924940716,30376.000000000022
BUY,2026-03-30 09:22:00,23117.2,23200,ce,607.5200000000004,1,50,opposite_day_low,opposite_day_low breakout,CLOSED,40,600.0,212.5135714285716,2026-03-30 09:33:00,23170.13,Time Exit,2646.5000000000146,2566.5000000000146,2566.5000000000146,8.449104556228644,30376.000000000022
